id,title,date,notes,physicalDescription,object_type,topic,hue,saturation,lightness,vibrant,muted,darkVibrant,darkMuted,lightVibrant,material_1_x,image,material,recordLink,record_urls,addl_urls
ld1-1643399134763-1643399189198-0,Neptune Hose Company Fire Hat,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,21.95,39.05,50.0,#b1724d,#8e8680,#492f20,#604b3a,#d6b5a2,Painted Finishes,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05146,Painted Finishes,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05146.jpg
ld1-1643407023501-1643407074656-0,"Shaman's Cap, Covered With Seal Teeth",1870s,"Per Anthropology catalogue ledger book and Dall's field catalogue, filed under Accession No. 3258, entry under # 616, collector is M. Baker and William Healy Dall. Object is described in accession list as ""Shaman's cap, trimmed with seal teeth, Sitka Thlinkets.""",,Hats,Anthropology,8.29,75.25,39.61,#b12e19,#a4905c,#70110a,#6a5d2e,#cbba83,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e52839df866745d1ab73f8dd372a45da/640,Ribbons and Trims,http://n2t.net/ark:/65665/3b43dd1cf-f2d5-4868-89a8-288ae240c25e,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e6f3e77b9b8e415c9914818174fe72cb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38dc89c836ef4418ba1ce68735668710c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e52839df866745d1ab73f8dd372a45da/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d7a494e4d48d4594932ccdf3742fe3e2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a17bba6644f4b0f8d699ac52f3abf40/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c53aec2a20bd48b78480cfb494ae5295/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3466b418a952740489755d754d84ea9d9/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e6f3e77b9b8e415c9914818174fe72cb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38dc89c836ef4418ba1ce68735668710c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e52839df866745d1ab73f8dd372a45da/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d7a494e4d48d4594932ccdf3742fe3e2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a17bba6644f4b0f8d699ac52f3abf40/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c53aec2a20bd48b78480cfb494ae5295/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3466b418a952740489755d754d84ea9d9/640']"
ld1-1643406825086-1643406837145-1,Basketry Hat,1920s,5 Sep 2023,,Hats,Anthropology,42.29,42.51,48.43,#b09147,#988b59,#866b30,#344960,#f4db88,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33bda200cd2ab4aebb17647c3c51f4404/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3e3f7cdde-996c-46fd-8b62-3bc40153c568,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m386c0545fef274de08ed3905888ef8548/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37a9794ae0a074f47acbd894eee244d97/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0d8445a141e4f3085aff5d397a2ddd1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bf515666be5c470ea72f9c0fa5d901cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3990085aabd1e43218637518e3f4466b5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e89e7918ec6e49639353774eff725170/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36ab8d0c5874b4b5fa29ae3bd92bbd4e2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33bda200cd2ab4aebb17647c3c51f4404/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m365cc463baeb74faabcc5f9e314ef365a/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m386c0545fef274de08ed3905888ef8548/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37a9794ae0a074f47acbd894eee244d97/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0d8445a141e4f3085aff5d397a2ddd1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bf515666be5c470ea72f9c0fa5d901cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3990085aabd1e43218637518e3f4466b5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e89e7918ec6e49639353774eff725170/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36ab8d0c5874b4b5fa29ae3bd92bbd4e2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33bda200cd2ab4aebb17647c3c51f4404/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m365cc463baeb74faabcc5f9e314ef365a/640']"
ld1-1643406825086-1643406837601-1,Basketry,1920s,"FROM CARD: ""A ... [WOMAN'S] CAP, VERY FINE WEAVE.""",,Hats,Anthropology,37.5,35.77,51.76,#b08f58,#ac8454,#6a4825,#4c453e,#dcbc7c,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m326adecad4bda47b5901591e544f3c93c/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3ce13064c-5453-4a9d-aca1-118664ddb3d6,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m340d484eace854a58b232254424d9bb7f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35058e8caef2c4418ae0803681ccb6285/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m314ff024392f3435eadb4be28e023990b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a62775952b5491486ad105fc10ee579/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35cf6c625606e40a7b9cdc9ea1583afd1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36d9e5b34aa254c718128bec799668909/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m326adecad4bda47b5901591e544f3c93c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31f23b39cf6f64332b31c33379cbaa471/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a2a41baa95c41aa90bc3485edf78a08/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m340d484eace854a58b232254424d9bb7f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35058e8caef2c4418ae0803681ccb6285/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m314ff024392f3435eadb4be28e023990b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a62775952b5491486ad105fc10ee579/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35cf6c625606e40a7b9cdc9ea1583afd1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36d9e5b34aa254c718128bec799668909/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m326adecad4bda47b5901591e544f3c93c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31f23b39cf6f64332b31c33379cbaa471/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a2a41baa95c41aa90bc3485edf78a08/640']"
ld1-1643406825086-1643406826342-0,Hat,1900s,30 Jul 2020,,Hats,Anthropology,35.58,35.25,52.16,#b08d5a,#5c8c9c,#6f4233,#394a47,#ecc287,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b17e7c1bf47842b3a393b46dc74344b9/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/35bd7b5d4-44a5-4c37-93f0-61d87b371763,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a96dafde6bb4b7ba2aeb9d545fde36a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m359561a8aa25b4e9e88c28cbfffd6046e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b17e7c1bf47842b3a393b46dc74344b9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c003a2ee7715464fb115d8f9710efa6b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a63adb05bcad49c3be45c6b62feaef54/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30300cfc5e6824e1b8a2a0ddb8694e2af/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a96dafde6bb4b7ba2aeb9d545fde36a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m359561a8aa25b4e9e88c28cbfffd6046e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b17e7c1bf47842b3a393b46dc74344b9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c003a2ee7715464fb115d8f9710efa6b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a63adb05bcad49c3be45c6b62feaef54/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30300cfc5e6824e1b8a2a0ddb8694e2af/640']"
ld1-1643406825086-1643406837308-1,Basketry,1920s,"From card: "" ... [Woman's] Cap.""",,Hats,Anthropology,36.7,41.37,48.82,#b08849,#af8a54,#604123,#463423,#cebe97,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b5fbeeabbb3d4bedb81798e8a1531ea3/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/39d0c3d90-90e0-45f3-9a44-97fd50e2a9fc,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30255b502d1de457bb94c1b316e9dfdb0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab1a80d8f3ee4bb2abb95c90763afed0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c0bc8b2f57a3448085fe0df478b8e2b8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34409f607f31d4c60a3b40d3219319f95/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a16122a29ed6484a8befb4abbbc486a5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bfe600cccf554786ac2eaa4ef6a64d96/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3db07c2b50a144680960fa11f1f7f734f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b5fbeeabbb3d4bedb81798e8a1531ea3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a0d72bde90994b80b077eaf0d637eb11/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30255b502d1de457bb94c1b316e9dfdb0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab1a80d8f3ee4bb2abb95c90763afed0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c0bc8b2f57a3448085fe0df478b8e2b8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34409f607f31d4c60a3b40d3219319f95/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a16122a29ed6484a8befb4abbbc486a5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bfe600cccf554786ac2eaa4ef6a64d96/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3db07c2b50a144680960fa11f1f7f734f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b5fbeeabbb3d4bedb81798e8a1531ea3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a0d72bde90994b80b077eaf0d637eb11/640']"
ld1-1643406825086-1643406837652-0,Basketry,1920s,"From card: "" ... [Woman's] cap."" Note re photo: neg. # 2000-8792 is a shot of two baskets; E360831 is on the right and E313178 is on the left.",,Hats,Anthropology,36.92,41.94,48.63,#b08848,#b19450,#704927,#59422c,#d4ab69,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7c9e9afe5fe4ae48fc6340f8d400642/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/36fa7d083-6b60-42bb-972c-2caff74e7559,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f61816dcad024f708b78de61152c36ae/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3477a676142324c9db4797b1ccd70fe46/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m329a3b63aa5e74556960044b140693d74/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d782da586f924ddd9f6c7041d70c8a84/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7c9e9afe5fe4ae48fc6340f8d400642/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a765b1138a3248d28a0fc459df810e6f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fae7443723424442bef5c64c3b4deecf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e72cecdf78ec49f5b7532d4dc662b6d1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3eacb536091064129ace1b0979aaf8452/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f61816dcad024f708b78de61152c36ae/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3477a676142324c9db4797b1ccd70fe46/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m329a3b63aa5e74556960044b140693d74/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d782da586f924ddd9f6c7041d70c8a84/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7c9e9afe5fe4ae48fc6340f8d400642/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a765b1138a3248d28a0fc459df810e6f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fae7443723424442bef5c64c3b4deecf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e72cecdf78ec49f5b7532d4dc662b6d1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3eacb536091064129ace1b0979aaf8452/640']"
ld1-1643406825086-1643406847742-0,Ornament For Cap Or Hat (1 Pair),1870s,"FROM CARD: ""ILLUS. IN BAE 18TH AR, PT. 1; FIG. 45-6; P. 169. INVENTORIED 1975.""",,Hats,Anthropology,35.4,39.68,49.41,#b0874c,#b08f5e,#614229,#49362a,#d6bd90,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3afbcee02cbf643b89dd6852785e6b618/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/3715600c1-1ff0-41d1-bc64-940690cac473,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35630cbf245c74e50b6616df1742afb1f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a5122f2c7004ea2b13ae66a671005cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m377c300f525fc4298bceb8f19b72aa34f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fbdc4be286cb4a5cbea4dcd180a70d70/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35022a42ce637484a880678481ab5d05a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d58ec08f13b54316a56f8d784170f892/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3afbcee02cbf643b89dd6852785e6b618/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3830b7ebb6b494877a636cf679b335f08/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35630cbf245c74e50b6616df1742afb1f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a5122f2c7004ea2b13ae66a671005cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m377c300f525fc4298bceb8f19b72aa34f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fbdc4be286cb4a5cbea4dcd180a70d70/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35022a42ce637484a880678481ab5d05a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d58ec08f13b54316a56f8d784170f892/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3afbcee02cbf643b89dd6852785e6b618/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3830b7ebb6b494877a636cf679b335f08/640']"
ld1-1643406825086-1643406828503-0,Woman's Basket Hat,1870s,"FROM CARD: ""PURCHASED OF KOW, KOW, HI, AT, UM."" PURCHASED BY COLLECTOR FROM KOW-KOW-HI-AT-UM. - STEVEN L. GRAFE 1997 SEE PROCESSING LAB ACCESSION FILE FOR ADDITIONAL INFORMATION.",,Hats,Anthropology,37.22,44.26,47.84,#b08744,#7d7773,#7c4c14,#6f5132,#dac39f,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3534fafc2511d4f09b77086a4562450a9/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3d4de7940-3273-4070-83ca-7a537730f207,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d547fb786edd4dbfafe95c441143b79e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m369e978f025614db18387704e5da388aa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3534fafc2511d4f09b77086a4562450a9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab29c887040f4049a99eab0af0d227cb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39c223ea3e7e64430bd52282039fcbd7d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3efc44ebc212546bdbfa0ec470bb22ff4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34d3206a05d64475ba08e609a9d2e2df9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3676d6bc72bea4dbbb9f9843aa36e01bd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38d36e801b5ac4fd9976fe800377d01a9/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d547fb786edd4dbfafe95c441143b79e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m369e978f025614db18387704e5da388aa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3534fafc2511d4f09b77086a4562450a9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ab29c887040f4049a99eab0af0d227cb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39c223ea3e7e64430bd52282039fcbd7d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3efc44ebc212546bdbfa0ec470bb22ff4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34d3206a05d64475ba08e609a9d2e2df9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3676d6bc72bea4dbbb9f9843aa36e01bd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38d36e801b5ac4fd9976fe800377d01a9/640']"
ld1-1643407023501-1643407068027-0,Woman's Cap,1880s,"Catalogue card identifies E126545 to E126550 as Natano Band, i.e. Hupa. The Anthropology catalogue ledger book identifies E126547 to E126550 as from the Kenuck Band. Per Handbook of North American Indians, Vol. 8, California, p. 153, Kenuck refers to the Yurok.",,Hats,Anthropology,31.91,37.3,50.59,#b08452,#92704a,#5d4028,#785636,#bea176,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e62971896fb74324b2f996a72c261033/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/33948c511-d733-4c26-8af9-5830739f6016,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7a3cee397ee468f9840609adedfc279/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38de2e0776d3b4cd6adf3ea13728b1275/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3449b819da76043cb8e8395771955d568/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3221b49a17f9a4bdfa5ead4709a99133b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m334b5fd32bf5b4eeb90daed73d3d89baf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f2146bc7642b49d2af4c356233197c4a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e62971896fb74324b2f996a72c261033/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m346cead39aa164fa8b1830e5c8fb34c7c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30ea6098aa2144b4cb46b4e322f56ba0b/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7a3cee397ee468f9840609adedfc279/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38de2e0776d3b4cd6adf3ea13728b1275/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3449b819da76043cb8e8395771955d568/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3221b49a17f9a4bdfa5ead4709a99133b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m334b5fd32bf5b4eeb90daed73d3d89baf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f2146bc7642b49d2af4c356233197c4a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e62971896fb74324b2f996a72c261033/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m346cead39aa164fa8b1830e5c8fb34c7c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30ea6098aa2144b4cb46b4e322f56ba0b/640']"
ld1-1643399134763-1643399189377-0,"Fire Helmet, ""Hibernia""",1900s,"The traditional American Leather & Animal firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated Leather & Animal helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",Leather & Animal (overall material),Fire hats,Fire Helmets,29.3,38.74,50.0,#b07e4e,#998772,#4d3722,#48433c,#d6bca3,Leather,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05343,Leather & Animal,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05343.jpg
